werkorder_id,datum,tag,equipment_type,systeem,locatie,werkorder_type,prioriteit,faalmodus,beschrijving,responstijd_uur,reparatietijd_uur,stilstandtijd_uur,materiaalkosten_EUR,arbeidskosten_EUR,totaalkosten_EUR,terugkerend
WO-01496,2024-02-04,ROE-533,roerder,mechanisch,Unit_200,predictief,medium,lekkage,"Storing op ROE-533 (roerder) in Unit_200. Symptoom: lekkage. Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.4,5.6,1.7,464.0,297.0,761.0,0
WO-01497,2025-07-06,LEI-812,leiding,piping,Unit_300,preventief,laag,slijtage,"Tijdens ronde geconstateerd: slijtage bij LEI-812. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",66.4,0.6,0.2,636.0,34.0,670.0,0
WO-01498,2024-08-21,LEI-776,leiding,piping,Unit_100,predictief,hoog,slijtage,Tijdens ronde geconstateerd: slijtage bij LEI-776. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 35.59805753270112 bar.,17.8,0.8,0.2,527.0,43.0,570.0,1
WO-01499,2024-01-02,FRE-996,frequentieregelaar,elektrisch,Unit_300,preventief,laag,slijtage,"Tijdens ronde geconstateerd: slijtage bij FRE-996. Elektrische metingen uitgevoerd: isolatie 66.98392642678982 MOhm, binnen spec.",9.4,5.3,1.6,52.0,391.0,443.0,0
WO-01500,2024-07-16,ANA-830,analyzer,instrumentatie,Unit_100,preventief,kritiek,lekkage,"Tijdens ronde geconstateerd: lekkage bij ANA-830. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",1.3,1.7,0.5,523.0,123.0,647.0,0
WO-01501,2024-06-17,TEM-300,temperatuursensor,instrumentatie,Unit_300,predictief,medium,slijtage,"Alarming op DCS voor TEM-300: slijtage gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",16.6,5.5,1.6,244.0,421.0,665.0,0
WO-01502,2025-04-23,ROE-166,roerder,mechanisch,Utiliteiten,correctief,laag,lekkage,"Melding ontvangen: roerder ROE-166 functioneert niet correct. Gekalibreerd volgens SOP-282, resultaten binnen spec.",50.4,1.1,1.1,101.0,86.0,188.0,0
WO-01503,2024-06-17,TEM-463,temperatuursensor,instrumentatie,Utiliteiten,inspectie,laag,veroudering,"Melding ontvangen: temperatuursensor TEM-463 functioneert niet correct. Elektrische metingen uitgevoerd: isolatie 445.29324259057364 MOhm, binnen spec.",96.4,1.8,0.5,331.0,128.0,459.0,0
WO-01504,2024-10-05,MOT-705,motor,elektrisch,Utiliteiten,verbetering,kritiek,isolatie defect,"Alarming op DCS voor MOT-705: isolatie defect gedetecteerd. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.8,2.6,0.8,647.0,172.0,820.0,0
WO-01505,2025-06-30,COM-696,compressor,mechanisch,Utiliteiten,correctief,kritiek,klep defect,Melding ontvangen: compressor COM-696 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 36.408921430058996 bar.,0.3,1.1,1.0,715.0,59.0,774.0,0
WO-01506,2024-07-18,TRA-580,transportband,mechanisch,Utiliteiten,inspectie,medium,storing,"Operator meldt abnormaal geluid/trilling bij TRA-580 (transportband). Elektrische metingen uitgevoerd: isolatie 449.43944772574486 MOhm, binnen spec.",1.0,3.0,0.9,369.0,202.0,570.0,0
WO-01507,2024-01-04,SEN-300,sensor,elektrisch,Unit_100,preventief,laag,breuk,Operator meldt abnormaal geluid/trilling bij SEN-300 (sensor). Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 22.527122319595115 bar.,120.5,2.1,0.6,241.0,112.0,353.0,0
WO-01508,2024-02-13,NIV-138,niveaumeter,instrumentatie,Unit_300,verbetering,hoog,defect,"Tijdens ronde geconstateerd: defect bij NIV-138. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",0.8,11.3,3.4,207.0,611.0,818.0,0
WO-01509,2024-12-30,DRU-713,druktransmitter,instrumentatie,Unit_300,correctief,medium,storing,"Operator meldt abnormaal geluid/trilling bij DRU-713 (druktransmitter). Vervangen door nieuw onderdeel, getest en vrijgegeven.",2.5,3.1,4.2,125.0,236.0,361.0,0
WO-01510,2025-09-15,PLC-776,PLC,elektrisch,Unit_300,inspectie,laag,lekkage,"Operator meldt abnormaal geluid/trilling bij PLC-776 (PLC). Elektrische metingen uitgevoerd: isolatie 328.6631475754489 MOhm, binnen spec.",43.3,2.0,0.6,207.0,148.0,355.0,0
WO-01511,2025-08-20,MOT-760,motor,elektrisch,Utiliteiten,correctief,laag,onbalans,"Storing op MOT-760 (motor) in Utiliteiten. Symptoom: onbalans. Elektrische metingen uitgevoerd: isolatie 388.305746187092 MOhm, binnen spec.",52.8,5.4,3.8,356.0,430.0,786.0,0
WO-01512,2025-10-09,KLE-386,klep,instrumentatie,Unit_300,correctief,kritiek,actuator defect,"Melding ontvangen: klep KLE-386 functioneert niet correct. Onderdeel besteld, verwachte levertijd 4 dagen. Bypass ingeschakeld.",1.4,9.7,8.4,98.0,757.0,854.0,0
WO-01513,2024-11-12,FRE-226,frequentieregelaar,elektrisch,Unit_200,preventief,medium,veroudering,"Alarming op DCS voor FRE-226: veroudering gedetecteerd. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",16.4,3.1,0.9,327.0,246.0,573.0,0
WO-01514,2024-09-19,FRE-558,frequentieregelaar,elektrisch,Unit_300,correctief,medium,slijtage,"Tijdens ronde geconstateerd: slijtage bij FRE-558. Elektrische metingen uitgevoerd: isolatie 355.5968255536174 MOhm, binnen spec.",10.8,2.1,2.3,247.0,151.0,399.0,0
WO-01515,2025-02-23,VEN-795,ventilator,mechanisch,Unit_300,predictief,medium,veroudering,Storing op VEN-795 (ventilator) in Unit_300. Symptoom: veroudering. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,1.6,0.8,0.2,76.0,48.0,124.0,0
WO-01516,2024-05-21,TRA-515,transformator,elektrisch,Unit_400,correctief,laag,lekkage,"Alarming op DCS voor TRA-515: lekkage gedetecteerd. Onderdeel besteld, verwachte levertijd 18 dagen. Bypass ingeschakeld.",51.6,0.4,0.4,107.0,26.0,133.0,0
WO-01517,2025-09-02,CEN-177,centrifuge,mechanisch,Unit_100,correctief,medium,defect,"Alarming op DCS voor CEN-177: defect gedetecteerd. Elektrische metingen uitgevoerd: isolatie 449.91528442196505 MOhm, binnen spec.",4.2,1.6,1.4,469.0,118.0,587.0,0
WO-01518,2024-12-04,ANA-273,analyzer,instrumentatie,Unit_400,correctief,hoog,storing,"Operator meldt abnormaal geluid/trilling bij ANA-273 (analyzer). Onderdeel besteld, verwachte levertijd 4 dagen. Bypass ingeschakeld.",5.6,7.4,9.4,59.0,551.0,610.0,0
WO-01519,2024-11-01,COM-972,compressor,mechanisch,Unit_400,predictief,medium,surge,"Melding ontvangen: compressor COM-972 functioneert niet correct. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.2,1.6,0.5,447.0,120.0,567.0,0
WO-01520,2024-06-14,COM-403,compressor,mechanisch,Unit_200,correctief,medium,olie lek,"Tijdens ronde geconstateerd: olie lek bij COM-403. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",31.8,0.5,0.3,108.0,35.0,143.0,0
WO-01521,2024-11-26,COM-453,compressor,mechanisch,Utiliteiten,correctief,hoog,klep defect,Melding ontvangen: compressor COM-453 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,6.8,9.1,9.6,207.0,674.0,880.0,0
WO-01522,2025-10-14,DRU-364,druktransmitter,instrumentatie,Unit_100,preventief,hoog,lekkage,Tijdens ronde geconstateerd: lekkage bij DRU-364. Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,5.6,1.7,0.5,260.0,120.0,379.0,0
WO-01523,2024-10-10,MOT-196,motor,elektrisch,Utiliteiten,correctief,medium,lager defect,"Alarming op DCS voor MOT-196: lager defect gedetecteerd. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",42.8,0.7,0.5,319.0,46.0,365.0,0
WO-01524,2025-08-25,FLE-178,flens,piping,Unit_400,correctief,medium,defect,"Alarming op DCS voor FLE-178: defect gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",15.1,22.4,21.4,259.0,1372.0,1630.0,0
WO-01525,2025-08-23,POM-909,pomp,mechanisch,Unit_400,correctief,medium,afdichtingslek,"Tijdens ronde geconstateerd: afdichtingslek bij POM-909. Vervangen door nieuw onderdeel, getest en vrijgegeven.",6.0,2.8,3.7,170.0,143.0,313.0,0
WO-01526,2024-10-22,POM-308,pomp,mechanisch,Unit_300,predictief,laag,lager defect,"Storing op POM-308 (pomp) in Unit_300. Symptoom: lager defect. Onderdeel besteld, verwachte levertijd 19 dagen. Bypass ingeschakeld.",30.7,10.3,3.1,366.0,620.0,985.0,0
WO-01527,2024-08-01,PLC-473,PLC,elektrisch,Unit_400,preventief,laag,defect,"Tijdens ronde geconstateerd: defect bij PLC-473. Vervangen door nieuw onderdeel, getest en vrijgegeven.",69.1,6.4,1.9,389.0,401.0,790.0,0
WO-01528,2025-04-29,COM-213,compressor,mechanisch,Unit_300,preventief,hoog,surge,"Operator meldt abnormaal geluid/trilling bij COM-213 (compressor). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",2.7,1.0,0.3,108.0,77.0,186.0,0
WO-01529,2024-12-05,FLO-208,flowmeter,instrumentatie,Unit_200,predictief,laag,storing,"Melding ontvangen: flowmeter FLO-208 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",77.7,10.2,3.1,820.0,732.0,1552.0,0
WO-01530,2025-08-07,TRA-517,transportband,mechanisch,Unit_100,preventief,hoog,veroudering,"Tijdens ronde geconstateerd: veroudering bij TRA-517. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.6,6.5,2.0,78.0,344.0,422.0,0
WO-01531,2025-10-13,POM-808,pomp,mechanisch,Unit_400,inspectie,laag,impeller slijtage,"Alarming op DCS voor POM-808: impeller slijtage gedetecteerd. Onderdeel besteld, verwachte levertijd 19 dagen. Bypass ingeschakeld.",58.1,0.7,0.2,118.0,50.0,169.0,0
WO-01532,2024-03-23,LEI-496,leiding,piping,Unit_400,preventief,hoog,defect,"Storing op LEI-496 (leiding) in Unit_400. Symptoom: defect. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",1.3,0.3,0.1,351.0,22.0,373.0,0
WO-01533,2024-05-12,ANA-822,analyzer,instrumentatie,Unit_100,correctief,hoog,storing,"Melding ontvangen: analyzer ANA-822 functioneert niet correct. Gekalibreerd volgens SOP-826, resultaten binnen spec.",0.0,1.0,1.2,465.0,69.0,534.0,0
WO-01534,2025-05-14,TRA-566,transformator,elektrisch,Utiliteiten,correctief,medium,slijtage,Tijdens ronde geconstateerd: slijtage bij TRA-566. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 11.549500921698115 bar.,6.2,1.4,1.7,166.0,98.0,265.0,1
WO-01535,2024-10-31,FLO-905,flowmeter,instrumentatie,Unit_100,verbetering,medium,slijtage,"Alarming op DCS voor FLO-905: slijtage gedetecteerd. Elektrische metingen uitgevoerd: isolatie 376.5370780620061 MOhm, binnen spec.",22.4,0.4,0.1,150.0,35.0,184.0,0
WO-01536,2024-12-24,COM-487,compressor,mechanisch,Unit_100,preventief,hoog,surge,"Tijdens ronde geconstateerd: surge bij COM-487. Elektrische metingen uitgevoerd: isolatie 222.71789826450834 MOhm, binnen spec.",0.7,0.8,0.2,146.0,59.0,206.0,1
WO-01537,2025-11-24,FLE-684,flens,piping,Utiliteiten,preventief,hoog,veroudering,"Operator meldt abnormaal geluid/trilling bij FLE-684 (flens). Onderdeel besteld, verwachte levertijd 20 dagen. Bypass ingeschakeld.",3.3,3.0,0.9,162.0,206.0,368.0,0
WO-01538,2025-10-31,POM-671,pomp,mechanisch,Unit_100,predictief,laag,impeller slijtage,Operator meldt abnormaal geluid/trilling bij POM-671 (pomp). Root cause analyse uitgevoerd: impeller slijtage. Preventieve maatregel ingevoerd.,36.7,4.1,1.2,70.0,218.0,288.0,0
WO-01539,2024-11-01,COM-274,compressor,mechanisch,Unit_300,preventief,laag,trillingen hoog,"Storing op COM-274 (compressor) in Unit_300. Symptoom: trillingen hoog. Elektrische metingen uitgevoerd: isolatie 349.81401069354007 MOhm, binnen spec.",62.6,0.5,0.1,207.0,33.0,239.0,0
WO-01540,2025-12-10,DRU-189,druktransmitter,instrumentatie,Unit_100,correctief,medium,slijtage,"Tijdens ronde geconstateerd: slijtage bij DRU-189. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",0.6,2.5,2.2,168.0,145.0,313.0,1
WO-01541,2024-02-27,TRA-209,transformator,elektrisch,Unit_400,correctief,laag,defect,"Alarming op DCS voor TRA-209: defect gedetecteerd. Elektrische metingen uitgevoerd: isolatie 233.67045765193473 MOhm, binnen spec.",57.2,1.4,1.9,236.0,110.0,346.0,0
WO-01542,2025-01-21,SEN-826,sensor,elektrisch,Unit_200,correctief,hoog,breuk,"Melding ontvangen: sensor SEN-826 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.8,6.4,9.4,79.0,393.0,472.0,1
WO-01543,2025-08-15,FLO-973,flowmeter,instrumentatie,Unit_400,correctief,medium,defect,Storing op FLO-973 (flowmeter) in Unit_400. Symptoom: defect. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 21.803079437280637 bar.,11.5,0.3,0.3,218.0,27.0,245.0,0
WO-01544,2024-06-30,TRA-924,transformator,elektrisch,Unit_300,preventief,medium,defect,"Operator meldt abnormaal geluid/trilling bij TRA-924 (transformator). Onderdeel besteld, verwachte levertijd 3 dagen. Bypass ingeschakeld.",7.6,0.9,0.3,446.0,55.0,501.0,0
WO-01545,2024-09-11,VEN-278,ventilator,mechanisch,Utiliteiten,correctief,medium,slijtage,"Operator meldt abnormaal geluid/trilling bij VEN-278 (ventilator). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",0.6,3.6,4.7,80.0,193.0,273.0,0
WO-01546,2025-09-02,SEN-200,sensor,elektrisch,Unit_200,correctief,hoog,kalibratie fout,"Tijdens ronde geconstateerd: kalibratie fout bij SEN-200. Onderdeel besteld, verwachte levertijd 10 dagen. Bypass ingeschakeld.",4.3,2.5,2.5,174.0,132.0,306.0,0
WO-01547,2024-04-24,FRE-562,frequentieregelaar,elektrisch,Unit_100,preventief,laag,defect,"Alarming op DCS voor FRE-562: defect gedetecteerd. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.5,0.9,0.3,509.0,62.0,570.0,0
WO-01548,2025-05-05,TEM-395,temperatuursensor,instrumentatie,Utiliteiten,predictief,hoog,veroudering,Storing op TEM-395 (temperatuursensor) in Utiliteiten. Symptoom: veroudering. Root cause analyse uitgevoerd: veroudering. Preventieve maatregel ingevoerd.,0.8,1.1,0.3,613.0,70.0,683.0,0
WO-01549,2025-09-15,CEN-661,centrifuge,mechanisch,Unit_100,correctief,laag,slijtage,Storing op CEN-661 (centrifuge) in Unit_100. Symptoom: slijtage. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 32.935515681785944 bar.,5.0,5.1,5.4,109.0,346.0,455.0,0
WO-01550,2025-09-04,POM-692,pomp,mechanisch,Utiliteiten,preventief,hoog,cavitatie,"Operator meldt abnormaal geluid/trilling bij POM-692 (pomp). Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.0,0.0,0.0,596.0,3.0,599.0,0
WO-01551,2024-12-14,TRA-130,transportband,mechanisch,Unit_100,preventief,laag,slijtage,Melding ontvangen: transportband TRA-130 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,23.4,3.5,1.1,91.0,239.0,330.0,0
WO-01552,2025-07-18,CEN-620,centrifuge,mechanisch,Unit_400,correctief,medium,storing,"Melding ontvangen: centrifuge CEN-620 functioneert niet correct. Vervangen door nieuw onderdeel, getest en vrijgegeven.",7.7,2.1,1.5,225.0,121.0,346.0,0
WO-01553,2024-10-24,PLC-443,PLC,elektrisch,Unit_300,preventief,medium,defect,"Alarming op DCS voor PLC-443: defect gedetecteerd. Onderdeel besteld, verwachte levertijd 3 dagen. Bypass ingeschakeld.",5.3,4.9,1.5,222.0,305.0,527.0,0
WO-01554,2024-07-25,TEM-502,temperatuursensor,instrumentatie,Unit_300,verbetering,medium,lekkage,"Melding ontvangen: temperatuursensor TEM-502 functioneert niet correct. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",10.6,16.3,4.9,182.0,1099.0,1281.0,0
WO-01555,2025-01-29,FRE-564,frequentieregelaar,elektrisch,Utiliteiten,verbetering,laag,storing,"Operator meldt abnormaal geluid/trilling bij FRE-564 (frequentieregelaar). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",1.4,10.4,3.1,513.0,595.0,1107.0,0
WO-01556,2024-08-01,MOT-450,motor,elektrisch,Unit_400,inspectie,medium,overbelasting,"Melding ontvangen: motor MOT-450 functioneert niet correct. Onderdeel besteld, verwachte levertijd 2 dagen. Bypass ingeschakeld.",13.7,0.1,0.0,406.0,8.0,414.0,0
WO-01557,2025-01-09,CEN-692,centrifuge,mechanisch,Unit_400,verbetering,laag,storing,Melding ontvangen: centrifuge CEN-692 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 14.349814689450168 bar.,11.9,6.2,1.9,368.0,395.0,763.0,0
WO-01558,2025-04-11,TRA-229,transportband,mechanisch,Unit_200,preventief,medium,defect,"Alarming op DCS voor TRA-229: defect gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",31.3,2.1,0.6,479.0,135.0,614.0,0
WO-01559,2025-10-29,TRA-737,transformator,elektrisch,Utiliteiten,correctief,hoog,lekkage,Melding ontvangen: transformator TRA-737 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,2.2,0.2,0.1,260.0,10.0,270.0,0
WO-01560,2024-07-14,DRU-902,druktransmitter,instrumentatie,Unit_100,correctief,laag,lekkage,"Tijdens ronde geconstateerd: lekkage bij DRU-902. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",53.4,8.5,7.3,135.0,521.0,656.0,1
WO-01561,2024-08-28,KLE-441,klep,instrumentatie,Unit_200,verbetering,kritiek,lekkage,"Alarming op DCS voor KLE-441: lekkage gedetecteerd. Gekalibreerd volgens SOP-782, resultaten binnen spec.",1.5,0.9,0.3,246.0,54.0,300.0,0
WO-01562,2024-11-06,FIL-982,filter,piping,Unit_300,predictief,laag,storing,"Alarming op DCS voor FIL-982: storing gedetecteerd. Elektrische metingen uitgevoerd: isolatie 228.02749997080622 MOhm, binnen spec.",162.8,2.3,0.7,409.0,136.0,545.0,0
WO-01563,2025-02-04,FRE-375,frequentieregelaar,elektrisch,Unit_400,predictief,laag,slijtage,Storing op FRE-375 (frequentieregelaar) in Unit_400. Symptoom: slijtage. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 5.0518857093546305 bar.,84.5,5.5,1.7,163.0,393.0,556.0,0
WO-01564,2025-12-19,FLE-840,flens,piping,Unit_300,preventief,hoog,lekkage,Melding ontvangen: flens FLE-840 functioneert niet correct. Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,6.1,1.3,0.4,206.0,80.0,286.0,1
WO-01565,2025-10-01,DRU-997,druktransmitter,instrumentatie,Unit_100,correctief,hoog,storing,"Operator meldt abnormaal geluid/trilling bij DRU-997 (druktransmitter). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",4.9,7.4,10.1,257.0,497.0,754.0,0
WO-01566,2025-10-24,TRA-854,transportband,mechanisch,Unit_100,correctief,medium,defect,"Melding ontvangen: transportband TRA-854 functioneert niet correct. Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.7,9.0,11.9,155.0,622.0,776.0,1
WO-01567,2025-10-31,TEM-230,temperatuursensor,instrumentatie,Utiliteiten,correctief,laag,defect,"Tijdens ronde geconstateerd: defect bij TEM-230. Elektrische metingen uitgevoerd: isolatie 129.63840480974068 MOhm, binnen spec.",25.6,4.4,3.1,143.0,270.0,413.0,0
WO-01568,2024-10-09,NIV-539,niveaumeter,instrumentatie,Utiliteiten,correctief,laag,slijtage,"Operator meldt abnormaal geluid/trilling bij NIV-539 (niveaumeter). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",124.1,2.5,2.2,177.0,135.0,312.0,0
WO-01569,2024-01-28,FRE-259,frequentieregelaar,elektrisch,Unit_400,preventief,medium,veroudering,Alarming op DCS voor FRE-259: veroudering gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 16.87465805507273 bar.,9.8,1.0,0.3,440.0,59.0,499.0,0
WO-01570,2024-09-12,TEM-910,temperatuursensor,instrumentatie,Utiliteiten,preventief,hoog,defect,"Storing op TEM-910 (temperatuursensor) in Utiliteiten. Symptoom: defect. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",1.9,2.3,0.7,375.0,151.0,526.0,0
WO-01571,2024-08-15,FLO-982,flowmeter,instrumentatie,Unit_300,preventief,laag,veroudering,"Alarming op DCS voor FLO-982: veroudering gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",63.1,3.1,0.9,187.0,180.0,368.0,0
WO-01572,2024-12-06,SEN-834,sensor,elektrisch,Unit_300,verbetering,kritiek,breuk,Storing op SEN-834 (sensor) in Unit_300. Symptoom: breuk. Root cause analyse uitgevoerd: breuk. Preventieve maatregel ingevoerd.,0.0,18.7,5.6,94.0,1248.0,1342.0,0
WO-01573,2024-09-08,LEI-500,leiding,piping,Unit_300,inspectie,hoog,lekkage,"Operator meldt abnormaal geluid/trilling bij LEI-500 (leiding). Onderdeel besteld, verwachte levertijd 3 dagen. Bypass ingeschakeld.",13.7,1.0,0.3,55.0,74.0,129.0,0
WO-01574,2024-08-26,ROE-362,roerder,mechanisch,Utiliteiten,inspectie,medium,lekkage,"Storing op ROE-362 (roerder) in Utiliteiten. Symptoom: lekkage. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",17.1,0.2,0.1,113.0,11.0,123.0,0
WO-01575,2024-12-06,CEN-948,centrifuge,mechanisch,Unit_200,inspectie,hoog,storing,Tijdens ronde geconstateerd: storing bij CEN-948. Root cause analyse uitgevoerd: storing. Preventieve maatregel ingevoerd.,0.6,0.0,0.0,266.0,3.0,269.0,0
WO-01576,2025-02-15,COM-288,compressor,mechanisch,Unit_100,verbetering,laag,olie lek,"Tijdens ronde geconstateerd: olie lek bij COM-288. Elektrische metingen uitgevoerd: isolatie 419.52194679493044 MOhm, binnen spec.",10.3,7.0,2.1,333.0,544.0,877.0,1
WO-01577,2024-02-01,CEN-863,centrifuge,mechanisch,Unit_300,preventief,medium,storing,"Operator meldt abnormaal geluid/trilling bij CEN-863 (centrifuge). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",8.7,4.5,1.3,117.0,331.0,449.0,0
WO-01578,2025-02-21,CEN-716,centrifuge,mechanisch,Utiliteiten,preventief,hoog,defect,"Alarming op DCS voor CEN-716: defect gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.6,1.1,0.3,147.0,69.0,216.0,0
WO-01579,2024-02-12,TEM-934,temperatuursensor,instrumentatie,Unit_100,verbetering,hoog,veroudering,"Operator meldt abnormaal geluid/trilling bij TEM-934 (temperatuursensor). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",14.1,7.1,2.1,137.0,502.0,639.0,1
WO-01580,2025-08-03,FLO-809,flowmeter,instrumentatie,Unit_200,correctief,medium,lekkage,"Operator meldt abnormaal geluid/trilling bij FLO-809 (flowmeter). Vervangen door nieuw onderdeel, getest en vrijgegeven.",5.5,0.4,0.5,418.0,24.0,442.0,0
WO-01581,2025-11-10,FRE-340,frequentieregelaar,elektrisch,Unit_400,preventief,medium,storing,"Tijdens ronde geconstateerd: storing bij FRE-340. Vervangen door nieuw onderdeel, getest en vrijgegeven.",8.4,3.7,1.1,207.0,244.0,451.0,0
WO-01582,2025-07-12,TRA-267,transportband,mechanisch,Unit_200,predictief,hoog,defect,"Melding ontvangen: transportband TRA-267 functioneert niet correct. Onderdeel besteld, verwachte levertijd 9 dagen. Bypass ingeschakeld.",1.5,6.3,1.9,154.0,360.0,514.0,0
WO-01583,2025-11-21,TRA-300,transportband,mechanisch,Unit_200,correctief,kritiek,defect,"Melding ontvangen: transportband TRA-300 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.1,4.7,2.6,123.0,255.0,378.0,1
WO-01584,2025-08-14,ANA-740,analyzer,instrumentatie,Unit_300,preventief,medium,storing,Melding ontvangen: analyzer ANA-740 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,7.5,2.2,0.7,448.0,150.0,598.0,0
WO-01585,2024-09-27,MOT-342,motor,elektrisch,Unit_100,inspectie,medium,overbelasting,"Storing op MOT-342 (motor) in Unit_100. Symptoom: overbelasting. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",7.8,1.2,0.4,81.0,91.0,172.0,0
WO-01586,2024-06-14,APP-198,appendage,piping,Utiliteiten,correctief,medium,slijtage,Storing op APP-198 (appendage) in Utiliteiten. Symptoom: slijtage. Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,18.4,0.6,0.5,353.0,35.0,388.0,0
WO-01587,2024-07-26,DRU-615,druktransmitter,instrumentatie,Unit_400,verbetering,medium,lekkage,"Alarming op DCS voor DRU-615: lekkage gedetecteerd. Elektrische metingen uitgevoerd: isolatie 167.37271551236455 MOhm, binnen spec.",2.8,7.3,2.2,89.0,450.0,538.0,1
WO-01588,2024-09-26,VEN-157,ventilator,mechanisch,Unit_200,correctief,hoog,veroudering,"Melding ontvangen: ventilator VEN-157 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",2.5,6.7,7.2,82.0,411.0,493.0,0
WO-01589,2024-03-08,VEN-667,ventilator,mechanisch,Unit_300,preventief,medium,veroudering,Melding ontvangen: ventilator VEN-667 functioneert niet correct. Root cause analyse uitgevoerd: veroudering. Preventieve maatregel ingevoerd.,1.0,5.9,1.8,129.0,429.0,557.0,1
WO-01590,2025-03-01,FRE-980,frequentieregelaar,elektrisch,Unit_400,inspectie,kritiek,slijtage,Tijdens ronde geconstateerd: slijtage bij FRE-980. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 7.282362432607039 bar.,3.4,0.1,0.0,98.0,7.0,104.0,0
WO-01591,2025-08-16,FRE-501,frequentieregelaar,elektrisch,Unit_100,predictief,medium,lekkage,"Melding ontvangen: frequentieregelaar FRE-501 functioneert niet correct. Gekalibreerd volgens SOP-786, resultaten binnen spec.",15.0,1.4,0.4,552.0,72.0,624.0,0
WO-01592,2024-01-09,KLE-447,klep,instrumentatie,Utiliteiten,inspectie,laag,actuator defect,"Melding ontvangen: klep KLE-447 functioneert niet correct. Onderdeel besteld, verwachte levertijd 23 dagen. Bypass ingeschakeld.",63.4,0.1,0.0,319.0,3.0,322.0,0
WO-01593,2025-02-10,COM-980,compressor,mechanisch,Unit_300,preventief,hoog,surge,"Alarming op DCS voor COM-980: surge gedetecteerd. Onderdeel besteld, verwachte levertijd 5 dagen. Bypass ingeschakeld.",0.9,2.1,0.6,112.0,119.0,230.0,0
